name,bioguide_id,party,state,chamber,composite_score,scale_score,concentration_score,personal_score,total_financial_exposure,financial_trades,financial_pac,financial_individual,trade_count,pac_count,individual_count,unified_hhi,dominant_sector,dominant_pct,net_worth_display,net_worth_midpoint,wealth_tier,net_worth_is_estimate,pac_banking,pac_insurance,pac_real_estate,pac_investment,pac_lending,pac_payments,pac_credit_unions,pac_private_equity,top_pac_1,top_pac_1_amount,top_pac_1_sector,top_pac_2,top_pac_2_amount,top_pac_2_sector,top_pac_3,top_pac_3_amount,top_pac_3_sector,top_employer_1,top_employer_1_amount,top_employer_1_sector,top_employer_2,top_employer_2_amount,top_employer_2_sector,hfsc_member,sbc_member
"Schweikert, David",S001183,R,Arizona,house,29.3,73.4,0.0,0.0,130500.0,0,0,30500.0,0,136,22,2328.8,insurance,33.6,$150M-$300M,225000000,$100M+,No,15000.0,38000.0,66500.0,0,0,0,0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",15000.0,insurance,ZIONS BANCORPORATION,10800.0,banking,APOLLO MANAGEMENT,10300.0,private_equity,No,No
"Gosar, Paul A.",G000565,R,Arizona,house,0.6,1.5,0.0,0.0,6000.0,0,0,0,0,2,0,10000.0,real_estate,100.0,$1M-$5M,3000000,$1M-$5M,Yes,0,0,6000.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,6000.0,real_estate,,0,,,0,,,0,,,0,,No,No
"McClintock, Tom",M001177,R,California,house,11.5,28.7,0.0,0.0,54500.0,0,0,5000.0,0,27,6,1796.1,real_estate,25.2,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,11500.0,15000.0,2500.0,4000.0,4000.0,12500.0,0,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,11500.0,insurance,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),11000.0,real_estate,SCHOOLSFIRST FEDERAL CREDIT UNION EMPLOYEES FEDERAL PAC,7500.0,credit_unions,CHASE GROUP,3000.0,banking,MORGAN STANLEY,1000.0,investment_banking,No,No
"Matsui, Doris O.",M001163,D,California,house,21.9,54.7,0.0,0.0,92000.0,0,0,7550.0,0,45,3,3871.6,insurance,50.9,$1M-$5M,3000000,$1M-$5M,Yes,0,54500.0,26500.0,0,0,0,11000.0,0,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),15000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",11000.0,credit_unions,CBRE INC.,6800.0,real_estate,COLDWELL BANKER,750.0,real_estate,No,No
"Thompson, Mike",T000460,D,California,house,33.1,82.7,0.0,0.0,154000.0,0,0,39033.0,0,196,47,2492.6,insurance,43.4,$1M-$5M,3000000,$1M-$5M,Yes,0,63500.0,45000.0,30000.0,0,0,0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,17000.0,insurance,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,16500.0,insurance,THRIVENT FINANCIAL FOR LUTHERANS POLITICAL ACTION COMMITTEE,15500.0,financial_services,NORTHWESTERN MUTUAL,28340.0,insurance,ROCKET MORTGAGE,6300.0,lending,No,No
"Sherman, Brad",S000344,D,California,house,31.1,77.7,0.0,0.0,139000.0,0,0,37124.0,0,247,29,1265.3,real_estate,18.2,$1M-$5M,3000000,$1M-$5M,Yes,25500.0,0,39500.0,14500.0,0,0,15000.0,0,SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION POLITICAL ACTION COMMITTEE,17500.0,securities,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",15000.0,credit_unions,THE VANGUARD GROUP COMMITTEE FOR RESPONSIBLE GOVERNMENT,14500.0,investment,CAPITAL GROUP,9900.0,investment,KAISER PERMANENTE,6600.0,insurance,Yes,No
"Sessions, Pete",S000250,R,Texas,house,56.6,72.1,41.9,50.5,124508.0,6008,0,12250.0,63,106,10,2201.0,insurance,33.8,$1M-$5M,3000000,$1M-$5M,Yes,37500.0,50000.0,10000.0,0,9000.0,0,12000.0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),20000.0,banking,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,15000.0,insurance,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",14000.0,insurance,ZIONS BANCORPORATION,3300.0,banking,TEXAS CAPITAL BANK,2000.0,banking,Yes,No
"Issa, Darrell",I000056,R,California,house,19.0,47.5,0.0,0.0,80000.0,0,0,2000.0,0,42,4,3602.6,insurance,47.3,$200M-$300M,250000000,$100M+,No,0,36000.0,33000.0,0,0,0,11000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,13000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",11000.0,credit_unions,AMERICAN SENIORS HOUSING ASSOCIATION (SENIORS HOUSING PAC),10500.0,real_estate,FIRST AMERICAN,1000.0,financial_services,KELLER WILLIAMS,500.0,real_estate,No,No
"Calvert, Ken",C000059,R,California,house,37.5,93.9,0.0,0.0,234813.0,0,0,71595.0,0,76,59,2770.6,real_estate,41.8,$1M-$5M,3000000,$1M-$5M,Yes,0,56000.0,140513.0,0,0,13300.0,14000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,115513.0,real_estate,ROAD TO FREEDOM CAMPAIGN COMMITTEE,16000.0,insurance,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),15000.0,insurance,GENERAL DYNAMICS,29100.0,insurance,BLACKSTONE,16500.0,private_equity,No,No
"Lofgren, Zoe",L000397,D,California,house,41.4,43.4,23.9,56.2,75524.0,38024,0,3050.0,97,16,6,1971.7,real_estate,33.1,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,6500.0,13500.0,2000.0,5000.0,3500.0,1000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,11000.0,real_estate,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),6500.0,insurance,LA BAMBA PAC,5000.0,lending,STRIPE,1500.0,payments,FARMERS INSURANCE,1000.0,insurance,No,No
"Williams, Nikema",W000788,D,Georgia,house,27.6,68.9,0.0,0.0,117000.0,0,0,13200.0,0,135,3,1582.9,insurance,24.7,$1M-$5M,3000000,$1M-$5M,Yes,31500.0,24500.0,26000.0,10000.0,0,13000.0,12000.0,0,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),14000.0,real_estate,CAPITAL ONE FINANCIAL CORP. ASSOC. POLITICAL FUND,13000.0,payments,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),12500.0,insurance,GOLDMAN SACHS,9900.0,investment_banking,OPPORTUNITY FINANCIAL LLC,3300.0,consumer_lending,Yes,No
"Torres, Ritchie",T000486,D,New York,house,58.8,90.5,14.5,60.8,188037.0,37037,0,222248.0,125,244,150,1368.5,insurance,19.0,$100K-$500K,300000,<$1M,No,37500.0,43500.0,32000.0,23000.0,0,15000.0,0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,20000.0,insurance,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),20000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),20000.0,banking,BLACKSTONE,54900.0,private_equity,KKR,31600.0,private_equity,Yes,No
"Spartz, Victoria",S000929,R,Indiana,house,82.2,99.1,100.0,42.0,1176512.0,1165012,0,1250.0,12,5,2,4878.9,real_estate,54.9,$1M-$5M,3000000,$1M-$5M,Yes,0,4500.0,7000.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,7000.0,real_estate,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,4500.0,insurance,,0,,STATE FARM,1000.0,insurance,FANNIE MAE,250.0,lending,No,No
"Salazar, Maria Elvira",S000168,R,Florida,house,44.3,38.5,52.2,44.2,70000.0,0,0,25918.0,25,70,9,1626.8,insurance,20.6,$1M-$5M,3000000,$1M-$5M,Yes,13500.0,19500.0,20000.0,5000.0,0,6000.0,6000.0,0,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),10000.0,real_estate,AMERICAN SENIORS HOUSING ASSOCIATION (SENIORS HOUSING PAC),10000.0,real_estate,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,9500.0,insurance,CITADEL LLC,10282.0,investment,MERRILL LYNCH,9200.0,investment,Yes,No
"Ross, Deborah K.",R000305,D,North Carolina,house,59.7,53.6,86.7,40.7,90000.0,0,0,59312.0,4,73,35,3054.6,insurance,48.9,$1M-$5M,3000000,$1M-$5M,Yes,36000.0,23500.0,10000.0,5000.0,0,6000.0,9500.0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,LIVE OAK BANK POLITICAL ACTION COMMITTEE,15000.0,banking,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,METLIFE INC,39700.0,insurance,METLIFE,5900.0,insurance,No,No
"Pfluger, August",P000048,R,Texas,house,51.6,54.9,57.6,41.3,94000.0,0,0,16001.0,8,72,12,2121.0,insurance,32.4,$1M-$5M,3000000,$1M-$5M,Yes,28500.0,19000.0,31500.0,0,10000.0,5000.0,0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),22500.0,banking,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),14000.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10500.0,real_estate,CITADEL LLC,6600.0,investment,GOLDMAN SACHS,3300.0,investment_banking,No,No
"Mrvan, Frank J.",M001214,D,Indiana,house,26.3,65.7,0.0,0.0,111482.0,0,0,7449.0,0,78,17,3194.5,insurance,49.4,$1M-$5M,3000000,$1M-$5M,Yes,13500.0,60000.0,31982.0,6000.0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,24482.0,real_estate,PROGRESSIVE TURNOUT PROJECT,15000.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),13500.0,banking,JLL,2250.0,real_estate,GOLDMAN SACHS,1749.0,investment_banking,No,No
"Miller, Mary E.",M001211,R,Illinois,house,2.1,5.2,0.0,0.0,16500.0,0,0,156.0,0,7,4,4299.0,lending,57.0,$1M-$5M,3000000,$1M-$5M,Yes,2000.0,0,5000.0,0,9500.0,0,0,0,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,7000.0,lending,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),5000.0,real_estate,FEDERAL AGRICULTURAL MORTGAGE CORPORATION POLITICAL ACTION COMMITTEE,2500.0,lending,SELF EMPLOYED,100.0,insurance,EDWARD JONES,56.0,investment,No,No
"Mann, Tracey",M000871,R,Kansas,house,25.6,64.1,0.0,0.0,107500.0,0,0,3419.0,0,82,5,2276.2,insurance,30.1,$1M-$5M,3000000,$1M-$5M,Yes,32000.0,28500.0,34500.0,0,12500.0,0,0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),13500.0,real_estate,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,12500.0,lending,MORGAN STANLEY,1500.0,investment_banking,JPMORGAN,950.0,banking,No,No
"Malliotakis, Nicole",M000317,R,New York,house,31.2,78.0,0.0,0.0,140000.0,0,0,55741.0,0,147,25,1968.0,insurance,34.5,$1M-$5M,3000000,$1M-$5M,Yes,15000.0,71500.0,28500.0,12500.0,0,0,12500.0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15000.0,banking,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,15000.0,insurance,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,15000.0,insurance,BLACKSTONE,23700.0,private_equity,APOLLO,19966.0,private_equity,No,No
"Mace, Nancy",M000194,R,South Carolina,house,9.2,22.9,0.0,0.0,45000.0,0,0,4207.0,0,24,4,3700.9,insurance,55.0,$100M-$250M,175000000,$100M+,No,0,26000.0,12500.0,0,0,0,6500.0,0,BLUE CROSS BLUE SHIELD OF SOUTH CAROLINA FEDERAL GOVERNMENT PROGRAMS,10000.0,insurance,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",6500.0,credit_unions,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,5000.0,real_estate,JP MORGAN CHASE,2000.0,banking,MASTERCARD,1000.0,payments,No,No
"Leger Fernandez, Teresa",L000273,D,New Mexico,house,10.3,25.7,0.0,0.0,49750.0,0,0,0,0,29,0,3098.2,insurance,42.7,$1M-$5M,3000000,$1M-$5M,Yes,1000.0,21250.0,15500.0,0,7000.0,0,5000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,PROGRESSIVE TURNOUT PROJECT,9750.0,insurance,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,6500.0,insurance,,0,,,0,,No,No
"Harshbarger, Diana",H001086,R,Tennessee,house,42.9,47.7,23.0,56.5,80512.0,12012,0,1600.0,99,42,7,3510.2,insurance,48.8,$1M-$5M,3000000,$1M-$5M,Yes,7500.0,34500.0,26500.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,8500.0,insurance,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),8000.0,real_estate,BLACKSTONE,1000.0,private_equity,SERVISFIRST BANK,600.0,banking,No,No
"Garbarino, Andrew R.",G000597,R,New York,house,73.7,94.0,80.0,40.2,245602.0,0,0,30418.0,1,417,24,1948.8,insurance,32.2,$1M-$5M,3000000,$1M-$5M,Yes,31000.0,108500.0,106102.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,106102.0,real_estate,NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES PAC,17500.0,insurance,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE (INSURING AMERICA PAC),16000.0,insurance,BLACKSTONE,9400.0,private_equity,CHARLES SCHWAB CORPORATION,6600.0,investment,Yes,No
"Fischbach, Michelle",F000470,R,Minnesota,house,32.0,79.9,0.0,0.0,145556.0,0,0,3250.0,0,116,4,2274.0,insurance,37.8,$1M-$5M,3000000,$1M-$5M,Yes,17500.0,22500.0,49056.0,11000.0,20000.0,0,13500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,23556.0,real_estate,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,20000.0,lending,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),17500.0,banking,BLACKSTONE,2000.0,private_equity,VISA INC,1000.0,payments,No,No
"Feenstra, Randy",F000446,R,Iowa,house,36.9,92.4,0.0,0.0,217790.0,0,0,61900.0,0,254,29,2400.4,insurance,42.5,$1M-$5M,3000000,$1M-$5M,Yes,20000.0,59000.0,93790.0,15000.0,15000.0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,78790.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),20000.0,banking,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",15000.0,insurance,BLACKSTONE,10900.0,private_equity,APOLLO MGMT,9900.0,private_equity,No,No
"Fallon, Pat",F000246,R,Texas,house,15.5,38.7,0.0,0.0,70250.0,0,0,259.0,0,45,1,3126.4,real_estate,40.1,$1M-$5M,3000000,$1M-$5M,Yes,3000.0,24500.0,32250.0,3500.0,7000.0,0,0,0,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,18750.0,real_estate,CROP INSURANCE PROFESSIONALS ASSOCIATION PAC-CIPA PAC,9500.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,9000.0,real_estate,CHARLES SCHWAB,259.0,investment,,0,,No,No
"Donalds, Byron",D000032,R,Florida,house,80.9,94.2,74.4,69.7,250051.0,149051,0,21154.0,178,87,18,2006.9,insurance,31.2,$1M-$5M,3000000,$1M-$5M,No,29500.0,35000.0,16500.0,0,10000.0,0,10000.0,0,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE (STATE FARM FEDERAL PAC),14000.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),12500.0,banking,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",11000.0,insurance,GOLDMAN SACHS,9900.0,investment_banking,FIRST BANK,5500.0,banking,Yes,No
"Clyde, Andrew S.",C001116,R,Georgia,house,3.1,7.6,0.0,0.0,22000.0,0,0,500.0,0,8,1,6296.3,real_estate,77.8,$1M-$5M,3000000,$1M-$5M,Yes,2000.0,0,17500.0,0,0,0,2500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,11000.0,real_estate,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),6500.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",2500.0,credit_unions,PRIMERICA,500.0,banking,,0,,No,No
"Cammack, Kat",C001039,R,Florida,house,25.6,64.1,0.0,0.0,107500.0,0,0,2500.0,0,79,4,2362.8,insurance,38.7,$1M-$5M,3000000,$1M-$5M,Yes,11000.0,34500.0,25500.0,9000.0,15000.0,0,12500.0,0,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,15000.0,lending,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),13500.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",12500.0,credit_unions,J.P. MORGAN,1000.0,banking,COLDWELL BANKER,1000.0,real_estate,No,No
"Bice, Stephanie I.",B000740,R,Oklahoma,house,55.0,69.8,50.0,40.3,118500.0,0,0,45800.0,2,93,18,2276.1,insurance,38.1,$1M-$5M,3000000,$1M-$5M,Yes,12500.0,53500.0,35000.0,6500.0,0,0,11000.0,0,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),15500.0,insurance,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,15000.0,insurance,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,13500.0,insurance,BLACKSTONE,19200.0,private_equity,BANCFIRST,15700.0,banking,No,No
"Bentz, Cliff",B000668,R,Oregon,house,50.8,36.7,80.0,40.3,68000.0,0,0,2500.0,2,43,4,2863.7,real_estate,45.3,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,10000.0,36000.0,2500.0,4500.0,3000.0,7000.0,0,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),18500.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",7000.0,credit_unions,AMERICAN INTERNATIONAL GROUP,1500.0,insurance,UNITEDHEALTH GROUP,1000.0,insurance,No,No
"Auchincloss, Jake",A000148,D,Massachusetts,house,75.4,89.4,91.1,41.0,179506.0,90006,0,144805.0,6,73,61,1855.7,private_equity,29.3,$5M-$10M,7500000,$5M-$25M,No,7500.0,44500.0,29500.0,8000.0,0,0,0,0,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),12500.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,10000.0,insurance,BAIN CAPITAL,35200.0,private_equity,BLACKSTONE,33500.0,private_equity,No,No
"Tiffany, Thomas P.",T000165,R,Wisconsin,house,6.0,15.1,0.0,0.0,33000.0,0,0,1000.0,0,18,1,3879.8,real_estate,51.5,$1M-$5M,3000000,$1M-$5M,Yes,0,10000.0,17500.0,0,4500.0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,11000.0,real_estate,THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE (NMPAC),8000.0,insurance,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),6500.0,real_estate,UNITEDHEALTH GROUP,1000.0,insurance,,0,,No,No
"Murphy, Gregory F.",M001210,R,North Carolina,house,25.2,62.9,0.0,0.0,106500.0,0,0,8800.0,0,69,6,2169.3,real_estate,37.5,$1M-$5M,3000000,$1M-$5M,Yes,15500.0,10000.0,59000.0,7000.0,0,0,10000.0,5000.0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),15500.0,banking,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE",12500.0,real_estate,BLACKSTONE,3800.0,private_equity,CAROLINAS CREDIT UNION LEAGUE,2500.0,banking,No,No
"Golden, Jared F.",G000592,D,Maine,house,31.7,79.3,0.0,0.0,144820.0,0,0,70540.0,0,48,63,2187.5,real_estate,40.7,$1M-$5M,3000000,$1M-$5M,Yes,6000.0,27000.0,88320.0,0,5000.0,0,11000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,78820.0,real_estate,PROGRESSIVE TURNOUT PROJECT,14500.0,insurance,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",11000.0,credit_unions,APOLLO,12000.0,private_equity,BLACKROCK,7000.0,investment,No,No
"Steil, Bryan",S001213,R,Wisconsin,house,35.9,89.8,0.0,0.0,182170.0,0,0,204794.0,0,423,108,1664.8,insurance,30.9,$1M-$5M,3000000,$1M-$5M,Yes,52500.0,52000.0,24170.0,20000.0,0,0,0,17500.0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,24170.0,real_estate,SENTRY INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE,20000.0,insurance,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE (BLACKROCK PAC),20000.0,investment,BLACKSTONE,71500.0,private_equity,BLACKROCK,31793.0,investment,Yes,No
"Schrier, Kim",S001216,D,Washington,house,15.1,37.8,0.0,0.0,69000.0,0,0,34426.0,0,34,47,4893.5,insurance,65.5,$1M-$5M,3000000,$1M-$5M,Yes,6000.0,34500.0,25000.0,0,0,0,3500.0,0,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,12500.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,KAISER PERMANENTE,30920.0,insurance,WELLS FARGO,1500.0,banking,No,No
"Cline, Ben",C001118,R,Virginia,house,14.2,35.6,0.0,0.0,66000.0,0,0,3643.0,0,34,3,2473.6,real_estate,35.2,$1M-$5M,3000000,$1M-$5M,Yes,16000.0,15500.0,25500.0,0,4000.0,5000.0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12000.0,real_estate,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),10000.0,banking,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),8500.0,real_estate,STRIPE,2000.0,payments,VISA INC,1143.0,payments,No,No
"Garcia, Sylvia R.",G000587,D,Texas,house,24.9,62.2,0.0,0.0,105000.0,0,0,250.0,0,116,1,2096.2,banking,31.3,$1M-$5M,3000000,$1M-$5M,Yes,37000.0,17500.0,27500.0,0,0,0,12500.0,0,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),15000.0,real_estate,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,12500.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",12500.0,credit_unions,KELLER WILLIAMS,250.0,real_estate,,0,,Yes,No
"Roy, Chip",R000614,R,Texas,house,39.5,9.9,77.1,41.3,25500.0,0,0,753.0,8,15,8,3011.7,real_estate,42.9,$1M-$5M,3000000,$1M-$5M,Yes,4500.0,1000.0,11000.0,0,1500.0,0,7500.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,9000.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",5000.0,credit_unions,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),2500.0,banking,STATE FARM INSURANCE,302.0,insurance,COLDWELL BANKER,250.0,real_estate,No,No
